post_id,platform,post_date,post_time,content_type,post_length,likes,comments,shares,saves,views,reach,impressions,profile_visits,followers,engagement_rate,audience_location,audience_age_group
P0678,TikTok,9/28/2023,7:49,Image,192,3753,632,328,159,36171,27950,30242,187,139,15.58,Rasuwa,35-44
P0679,Twitter,2/13/2023,13:35,Story,144,3581,277,197,224,24194,19940,22115,185,145,18.34,Real Madrid,25-34
P0680,YouTube,7/2/2023,23:49,Story,168,1770,216,11,79,6793,15864,16377,15,100,12.19,Pokhara,25-34
P0681,YouTube,1/28/2023,14:04,Reel,75,807,102,26,35,46595,33240,33716,155,95,2.77,Kathmandu,18-24
P0682,TikTok,7/20/2023,22:00,Image,59,661,90,47,37,49579,4580,4976,333,8,16.04,Barcelona,35-44
P0683,YouTube,1/13/2023,1:57,Video,206,5892,1125,414,11,21758,46514,49302,33,112,15.07,Kathmandu,18-24
P0684,Instagram,5/9/2023,22:53,Video,230,1619,163,86,36,13164,33865,34577,294,48,5.4,Kathmandu,45-54
P0685,TikTok,12/8/2023,0:02,Reel,117,1339,141,60,78,49566,17296,18988,71,94,8.11,Pokhara,35-44
P0686,Instagram,1/16/2023,3:09,Story,156,396,13,14,22,37131,2733,3006,156,148,14.07,Rasuwa,35-44
P0687,TikTok,9/3/2023,18:46,Video,267,995,181,18,26,20597,5920,6180,170,48,19.32,Rasuwa,18-24
P0688,TikTok,7/24/2023,17:54,Story,248,1550,224,135,44,36008,15203,16495,88,37,11.57,Barcelona,25-34
P0689,Instagram,5/10/2023,14:11,Image,104,222,37,6,11,59469,19118,19577,115,7,1.35,Real Madrid,18-24
P0690,Instagram,12/28/2023,4:10,Text,152,2586,456,248,163,7097,22888,23475,127,40,14.01,Barcelona,18-24
P0691,Instagram,8/10/2023,3:44,Text,104,1083,49,28,40,42287,6189,6489,125,13,17.88,Barcelona,25-34
P0692,Instagram,3/27/2023,6:46,Video,169,1638,54,124,80,23501,12064,12985,347,145,13.99,Kathmandu,35-44
P0693,TikTok,8/14/2023,22:14,Video,260,212,12,10,2,41490,2391,2630,142,44,8.9,Barcelona,25-34
P0694,YouTube,3/21/2023,9:18,Story,208,8678,785,220,229,4687,46834,49472,178,71,19.57,Barcelona,25-34
P0695,TikTok,3/18/2023,18:09,Story,93,805,12,66,18,54291,18033,19725,306,114,4.48,Barcelona,25-34
P0696,TikTok,5/31/2023,22:28,Reel,115,488,94,36,21,49092,16857,18421,53,5,3.35,Real Madrid,45-54
P0697,TikTok,1/2/2023,3:26,Video,187,1597,168,124,53,57899,45665,47450,268,148,3.98,Kathmandu,45-54
P0698,YouTube,1/23/2023,10:16,Video,218,151,15,7,7,38340,4287,4391,123,146,3.94,Barcelona,35-44
P0699,Twitter,10/25/2023,0:01,Video,133,5310,275,506,0,20909,26755,29448,339,124,20.68,Real Madrid,18-24
P0700,Instagram,1/23/2023,6:50,Reel,120,3220,19,176,134,8837,26073,26350,111,64,12.96,Kathmandu,25-34
P0701,YouTube,1/24/2023,3:12,Reel,119,5846,137,125,175,56493,41255,44208,182,136,13.82,Real Madrid,35-44
P0702,Twitter,7/6/2023,23:52,Video,93,2445,205,117,10,13311,42564,44976,159,76,6.15,Rasuwa,25-34
P0703,TikTok,5/5/2023,12:35,Image,237,747,65,13,7,53665,4396,4860,346,149,16.98,Kathmandu,45-54
P0704,TikTok,1/24/2023,20:01,Text,251,6197,594,16,314,35715,41983,43739,50,129,15.56,Rasuwa,35-44
P0705,Instagram,12/22/2023,19:03,Video,153,518,28,13,9,16201,10298,10888,182,126,5.13,Rasuwa,35-44
P0706,TikTok,1/15/2023,8:13,Video,123,2344,86,39,130,16564,17781,18792,266,103,13.14,Barcelona,18-24
P0707,Instagram,8/4/2023,14:54,Text,64,1916,277,131,102,57482,26938,27051,26,84,8.59,Real Madrid,18-24
P0708,YouTube,5/7/2023,17:32,Image,92,5573,1012,304,69,40198,40343,42173,77,138,16.34,Pokhara,25-34
P0709,Twitter,4/12/2023,9:11,Video,265,2267,19,186,54,41400,15454,15480,123,22,15.97,Kathmandu,35-44
P0710,Twitter,8/21/2023,12:17,Story,71,629,43,58,35,21623,43983,46396,172,13,1.57,Pokhara,18-24
P0711,Twitter,5/20/2023,13:07,Text,88,8816,1670,414,552,40358,42927,44546,112,66,24.47,Rasuwa,18-24
P0712,Twitter,6/24/2023,15:40,Story,109,1814,75,91,11,36970,11151,11568,156,136,17.12,Pokhara,25-34
P0713,YouTube,3/23/2023,11:03,Video,279,3152,627,36,114,31829,38993,42719,121,24,8.93,Rasuwa,45-54
P0714,TikTok,5/12/2023,1:58,Text,192,3474,542,201,22,50524,48416,49831,184,29,8.46,Barcelona,35-44
P0715,Twitter,6/17/2023,2:22,Video,236,5519,913,316,116,50684,43401,43993,16,30,15.34,Rasuwa,45-54
P0716,TikTok,1/21/2023,22:41,Story,65,3591,22,79,122,2378,37867,40977,251,53,9.01,Pokhara,35-44
P0717,YouTube,5/7/2023,13:34,Text,52,565,26,33,23,7360,28893,31198,24,127,2,Barcelona,35-44
P0718,YouTube,3/11/2023,15:34,Image,228,1172,130,54,8,5119,15115,16288,163,28,8.33,Real Madrid,18-24
P0719,Instagram,1/13/2023,5:53,Text,106,1332,100,38,71,40547,25144,26706,307,102,5.5,Pokhara,18-24
P0720,Instagram,2/18/2023,11:54,Image,197,6103,1028,456,222,21713,40918,44784,13,77,16.94,Pokhara,18-24
P0721,TikTok,1/24/2023,18:10,Video,126,4057,667,344,11,16296,27187,27992,193,42,18.11,Rasuwa,25-34
P0722,Instagram,5/21/2023,2:29,Story,143,405,81,18,13,33458,21559,21629,272,62,2.33,Real Madrid,35-44
P0723,TikTok,8/31/2023,11:28,Story,225,3845,239,131,24,35911,27858,28546,157,144,14.77,Rasuwa,25-34
P0724,YouTube,9/8/2023,1:00,Reel,261,278,26,11,15,13846,8339,9236,263,55,3.41,Kathmandu,25-34
P0725,Instagram,3/14/2023,10:37,Text,68,55,11,5,0,4059,1297,1358,191,9,5.23,Kathmandu,45-54
P0726,Instagram,7/11/2023,19:23,Image,241,1556,26,107,29,46345,9697,9821,340,137,17.2,Pokhara,25-34
P0727,YouTube,4/4/2023,5:03,Story,251,1629,56,69,2,53892,19765,21492,102,146,8.16,Rasuwa,18-24
P0728,TikTok,7/27/2023,12:31,Image,113,351,26,25,21,8780,38779,41257,348,140,0.97,Real Madrid,35-44
P0729,Instagram,6/29/2023,10:28,Story,133,5645,47,382,337,50075,27784,28482,179,145,21.33,Kathmandu,35-44
P0730,Instagram,3/25/2023,5:44,Image,123,440,54,38,12,38443,43304,44539,162,62,1.19,Rasuwa,45-54
P0731,Instagram,2/14/2023,7:46,Image,56,230,22,19,14,51287,1320,1428,15,133,18.98,Kathmandu,45-54
P0732,Instagram,2/10/2023,1:53,Video,248,2071,388,82,117,11726,36911,37057,311,48,6.86,Barcelona,18-24
P0733,Instagram,5/19/2023,16:35,Story,77,4175,70,29,6,1880,34407,36025,242,86,11.86,Real Madrid,18-24
P0734,YouTube,3/28/2023,19:23,Text,230,212,15,15,0,17690,43452,45869,38,50,0.53,Pokhara,45-54
P0735,YouTube,9/17/2023,20:51,Reel,93,2533,251,187,83,33698,14396,14627,226,110,20.31,Real Madrid,35-44
P0736,TikTok,12/28/2023,4:56,Image,134,305,58,14,4,54193,15286,16411,286,75,2.3,Pokhara,35-44
P0737,YouTube,7/10/2023,4:12,Video,67,2506,305,222,5,23189,14350,15281,338,112,19.85,Rasuwa,35-44
P0738,Instagram,2/14/2023,11:03,Story,276,1212,158,18,75,26035,15235,15836,104,95,8.76,Rasuwa,35-44
P0739,Twitter,4/16/2023,0:07,Image,88,1399,122,46,18,37961,16663,16780,299,72,9.34,Real Madrid,25-34
P0740,Instagram,11/24/2023,17:22,Video,240,474,25,37,22,8202,5414,5973,185,67,8.97,Kathmandu,45-54
P0741,Twitter,10/30/2023,15:44,Image,143,2706,50,170,33,55973,15237,16669,210,58,17.55,Rasuwa,25-34
P0742,Instagram,10/10/2023,18:09,Image,98,2349,314,57,38,50740,12730,13307,201,49,20.44,Rasuwa,25-34
P0743,Instagram,3/26/2023,4:23,Reel,204,1896,274,109,8,16922,25714,27164,203,122,8.39,Rasuwa,25-34
P0744,YouTube,9/2/2023,4:14,Reel,85,1649,19,77,37,19879,18301,18518,89,23,9.42,Kathmandu,45-54
P0745,TikTok,10/7/2023,5:34,Story,133,287,46,9,0,35558,17339,19132,336,112,1.79,Pokhara,45-54
P0746,YouTube,1/9/2023,17:49,Video,275,6717,607,119,177,25961,31770,34105,186,65,21.82,Real Madrid,45-54
P0747,Twitter,2/9/2023,1:39,Reel,198,218,20,13,3,43833,6309,6524,251,125,3.85,Barcelona,18-24
P0748,YouTube,7/20/2023,23:40,Text,204,8479,159,731,3,31317,45561,48244,241,105,19.42,Pokhara,35-44
P0749,Instagram,6/23/2023,1:24,Image,160,2739,504,41,106,34959,16797,18109,132,65,18.13,Pokhara,35-44
P0750,Twitter,11/9/2023,1:20,Story,227,66,12,5,2,21500,2805,2867,30,88,2.9,Real Madrid,35-44
P0751,Twitter,7/27/2023,2:53,Image,69,5318,246,7,113,41219,30723,33134,30,115,16.81,Real Madrid,45-54
P0752,Instagram,4/19/2023,3:09,Story,210,1682,178,156,56,18387,18347,19816,212,131,10.17,Barcelona,25-34
P0753,YouTube,3/24/2023,13:50,Video,174,1386,52,79,10,30777,20442,20838,262,41,7.28,Barcelona,45-54
P0754,TikTok,7/24/2023,22:24,Text,147,596,72,22,31,40197,36770,39868,117,108,1.73,Real Madrid,45-54
P0755,Instagram,8/1/2023,0:20,Reel,56,2684,467,54,162,55522,14137,15124,13,28,21.19,Rasuwa,25-34
P0756,Twitter,7/18/2023,17:33,Reel,265,1171,38,87,31,48750,7378,7737,237,89,16.75,Kathmandu,35-44
P0757,TikTok,1/7/2023,7:26,Text,268,1323,235,14,66,6316,6741,7281,338,128,21.59,Real Madrid,35-44
P0758,Twitter,1/31/2023,17:06,Video,71,4292,111,52,51,44645,32905,34775,41,62,12.81,Barcelona,45-54
P0759,YouTube,1/11/2023,6:48,Video,55,486,74,45,28,6110,3852,4008,268,24,15.09,Kathmandu,25-34
P0760,Twitter,7/30/2023,7:17,Video,176,2832,513,150,63,52050,23909,26535,264,50,13.17,Kathmandu,35-44
P0761,YouTube,4/7/2023,16:18,Reel,94,2146,173,205,141,24370,16920,17805,334,126,14.18,Barcelona,35-44
P0762,YouTube,10/22/2023,2:28,Reel,74,337,53,26,19,53068,45459,47846,91,67,0.87,Kathmandu,35-44
P0763,YouTube,1/26/2023,12:57,Text,122,1097,37,96,0,36737,26935,26977,100,60,4.56,Pokhara,45-54
P0764,YouTube,5/2/2023,2:47,Story,196,1188,69,65,72,52053,12141,12196,228,93,10.84,Real Madrid,45-54
P0765,Twitter,4/27/2023,18:01,Video,88,235,15,15,8,15669,39489,40322,266,32,0.66,Real Madrid,18-24
P0766,TikTok,2/19/2023,0:23,Story,65,529,28,29,24,8254,21978,22816,275,43,2.57,Real Madrid,18-24
P0767,Instagram,9/10/2023,18:14,Video,60,1703,163,106,1,27093,26801,29245,171,117,6.74,Barcelona,18-24
P0768,Twitter,4/23/2023,21:46,Text,216,2622,128,238,117,59914,20094,20969,11,104,14.25,Kathmandu,35-44
P0769,Instagram,9/18/2023,17:54,Reel,80,8289,248,615,535,46232,42146,42488,32,72,21.54,Pokhara,18-24
P0770,Twitter,8/13/2023,0:29,Story,116,7014,449,634,299,21379,41260,45624,106,6,17.75,Real Madrid,45-54
P0771,YouTube,6/22/2023,21:28,Reel,110,1663,65,93,69,55394,17479,18544,199,12,9.82,Rasuwa,35-44
P0772,Instagram,11/5/2023,9:21,Video,203,8219,588,761,441,47027,42097,45947,184,31,20.82,Pokhara,35-44
P0773,TikTok,2/23/2023,3:20,Image,55,3930,462,274,14,39723,28773,29219,37,149,15.97,Rasuwa,25-34
P0774,YouTube,7/13/2023,11:49,Image,106,3878,475,217,235,48361,20884,22189,159,31,20.6,Rasuwa,45-54
P0775,YouTube,2/11/2023,17:14,Image,171,3940,474,337,191,49412,23107,23464,21,67,20.25,Kathmandu,45-54
P0776,YouTube,10/10/2023,11:03,Text,148,631,16,29,39,51053,7159,7260,63,143,9.31,Pokhara,35-44
P0777,YouTube,12/10/2023,23:13,Text,268,6781,1271,530,452,34492,36554,37850,174,93,22.67,Barcelona,35-44
P0778,Twitter,2/17/2023,6:45,Story,151,4662,710,401,13,13526,28606,30477,104,90,18.94,Real Madrid,35-44
P0779,YouTube,9/29/2023,10:26,Image,145,394,11,35,20,25855,5063,5188,28,140,8.48,Real Madrid,25-34
P0780,YouTube,7/1/2023,12:50,Text,183,385,27,12,9,51912,4252,4477,134,121,9.47,Pokhara,18-24
P0781,Twitter,2/12/2023,12:48,Video,122,608,108,35,35,23925,7950,8819,319,145,8.52,Pokhara,25-34
P0782,YouTube,5/7/2023,17:50,Story,101,2376,211,55,10,56424,32120,34323,195,101,7.7,Pokhara,25-34
P0783,Twitter,4/16/2023,22:08,Video,90,187,37,11,6,11359,1105,1198,260,36,19.62,Rasuwa,35-44
P0784,TikTok,8/17/2023,4:36,Story,261,4912,936,5,268,26269,26142,28308,216,30,20.68,Real Madrid,25-34
P0785,Instagram,11/14/2023,4:03,Text,107,209,32,16,7,31271,33784,35674,28,34,0.72,Rasuwa,45-54
P0786,YouTube,11/10/2023,11:20,Text,180,3093,63,128,113,39843,38859,40929,40,126,8.02,Real Madrid,25-34
P0787,YouTube,12/21/2023,6:19,Video,219,1106,13,6,48,27968,22208,24625,213,70,4.57,Rasuwa,18-24
P0788,TikTok,5/3/2023,15:51,Text,110,3791,121,78,152,30424,33586,35984,178,107,11.09,Rasuwa,45-54
P0789,TikTok,5/20/2023,20:36,Image,262,2334,437,199,110,36200,31539,32165,210,137,9.23,Pokhara,18-24
P0790,TikTok,10/1/2023,1:59,Story,253,264,39,22,6,29667,6131,6666,33,117,4.88,Kathmandu,25-34
P0791,Instagram,10/14/2023,12:10,Video,245,440,70,21,18,16828,5548,6158,324,54,8.62,Rasuwa,18-24
P0792,TikTok,1/5/2023,16:10,Reel,262,5853,1035,245,225,59139,42498,45952,190,39,15.52,Rasuwa,45-54
P0793,TikTok,9/17/2023,1:23,Story,110,4245,526,384,269,59512,28620,30299,12,6,17.01,Rasuwa,18-24
P0794,TikTok,4/29/2023,21:30,Text,137,725,43,58,40,20500,14069,15472,62,10,5.34,Barcelona,45-54
P0795,YouTube,4/17/2023,16:28,Video,140,7550,206,241,96,23183,37845,41979,304,50,19.05,Rasuwa,45-54
P0796,TikTok,10/19/2023,12:33,Video,124,151,16,14,8,30856,26983,28215,108,129,0.64,Rasuwa,45-54
P0797,TikTok,7/29/2023,12:57,Text,112,1190,209,108,30,4916,10571,10626,273,41,14.18,Rasuwa,35-44
P0798,Instagram,2/15/2023,21:43,Text,262,1727,301,164,42,46014,38043,39244,250,36,5.59,Kathmandu,25-34
P0799,Instagram,6/18/2023,13:39,Text,114,282,17,21,9,18236,2643,2800,179,94,11.43,Rasuwa,25-34
P0800,TikTok,3/12/2023,12:00,Reel,134,1648,203,73,50,38792,15286,16319,324,133,11.79,Kathmandu,25-34
P0801,Instagram,4/17/2023,15:53,Text,272,7820,83,248,448,56859,37664,41025,115,143,19.87,Barcelona,18-24
P0802,Instagram,3/28/2023,1:27,Reel,275,6815,135,599,186,47915,40221,42884,314,78,17.6,Real Madrid,45-54
P0803,TikTok,9/25/2023,15:59,Story,144,3385,410,208,70,20419,40887,43669,223,116,9.17,Kathmandu,18-24
P0804,Twitter,12/28/2023,23:04,Text,73,2361,101,102,124,15305,25754,26854,86,48,9.55,Kathmandu,45-54
P0805,TikTok,6/28/2023,5:55,Reel,123,4411,145,127,179,7655,27570,28279,256,42,16.56,Rasuwa,35-44
P0806,TikTok,5/25/2023,15:30,Story,231,2945,569,90,30,45359,33968,34223,298,96,10.53,Real Madrid,35-44
P0807,Instagram,5/7/2023,21:56,Video,153,2688,505,242,141,26478,13973,13980,270,62,24.57,Barcelona,25-34
P0808,Instagram,7/12/2023,11:11,Story,165,157,14,15,1,13409,18730,18973,167,74,0.98,Barcelona,25-34
P0809,YouTube,7/14/2023,13:52,Video,76,1516,67,46,23,48861,8144,8594,133,36,18.96,Rasuwa,25-34
P0810,Twitter,3/2/2023,18:37,Video,259,609,36,41,17,32581,27455,28095,91,74,2.44,Kathmandu,25-34
P0811,Twitter,12/15/2023,13:38,Story,103,679,95,57,6,1661,11215,11834,122,9,7.02,Kathmandu,35-44
P0812,Twitter,11/21/2023,3:54,Video,190,860,125,49,4,30158,6753,7025,23,149,14.72,Barcelona,25-34
P0813,Twitter,11/14/2023,22:33,Reel,174,2337,46,154,51,46050,29932,30163,140,126,8.41,Rasuwa,45-54
P0814,Twitter,11/16/2023,3:23,Text,215,849,133,17,52,50846,46095,47655,11,109,2.1,Real Madrid,45-54
P0815,Twitter,2/19/2023,19:34,Video,257,136,17,8,0,50240,12372,12653,137,125,1.27,Rasuwa,35-44
P0816,Twitter,6/19/2023,3:52,Reel,273,4892,489,328,57,5359,35832,36430,26,104,15.67,Pokhara,35-44
P0817,Twitter,11/4/2023,21:34,Video,271,2783,522,75,143,47785,26865,27968,302,22,12.09,Real Madrid,18-24
P0818,Instagram,7/4/2023,7:45,Story,82,371,69,26,4,30720,25766,27646,139,55,1.69,Real Madrid,25-34
P0819,Twitter,2/21/2023,10:14,Text,166,1106,153,12,63,49289,11622,12160,308,14,10.45,Kathmandu,25-34
P0820,YouTube,4/25/2023,16:58,Image,220,64,12,5,0,17714,6202,6816,234,78,1.19,Kathmandu,35-44
P0821,Twitter,8/5/2023,6:59,Story,102,102,12,9,0,34678,25737,27321,305,37,0.45,Kathmandu,45-54
P0822,TikTok,7/7/2023,13:27,Reel,164,4593,885,79,127,13343,35215,38945,64,63,14.27,Real Madrid,35-44
P0823,Twitter,6/18/2023,17:57,Image,249,7602,1374,373,263,52840,41647,42229,245,98,22.14,Barcelona,35-44
P0824,Instagram,10/29/2023,22:11,Video,222,3452,168,278,159,42866,17701,18125,86,11,21.51,Barcelona,45-54
P0825,Instagram,6/1/2023,11:32,Video,85,7675,1043,134,212,58799,41880,44633,284,10,19.83,Rasuwa,35-44
P0826,Twitter,10/21/2023,21:16,Video,84,1130,36,50,41,18021,6084,6300,57,138,19.3,Pokhara,45-54
P0827,Instagram,5/20/2023,21:36,Reel,82,7967,1576,257,304,56398,46283,46625,220,59,21.02,Real Madrid,35-44
P0828,YouTube,8/4/2023,2:12,Text,172,5197,725,10,141,15903,25264,27127,105,90,21.87,Rasuwa,25-34
P0829,TikTok,3/26/2023,0:42,Image,266,699,26,27,15,36770,4852,5302,342,52,14.18,Barcelona,18-24
P0830,TikTok,9/9/2023,18:26,Text,192,1506,27,14,80,51155,14302,15618,193,6,9.91,Kathmandu,35-44
P0831,YouTube,3/31/2023,17:02,Reel,63,3034,428,297,194,5972,33851,37064,29,13,10.14,Rasuwa,18-24
P0832,YouTube,3/29/2023,23:42,Story,183,1044,109,87,50,10141,15654,15695,29,38,7.9,Rasuwa,35-44
P0833,Twitter,9/14/2023,19:35,Text,265,676,84,8,32,2035,25375,26518,108,88,2.9,Pokhara,45-54
P0834,Twitter,1/24/2023,2:12,Text,121,2535,321,143,140,8326,33905,34013,272,17,8.82,Real Madrid,45-54
P0835,TikTok,9/11/2023,8:39,Text,181,135,10,7,8,30936,931,1026,322,72,14.81,Pokhara,35-44
P0836,TikTok,2/1/2023,16:15,Story,73,1088,110,35,9,57475,33821,35483,62,19,3.47,Pokhara,45-54
P0837,YouTube,10/12/2023,1:19,Reel,211,228,34,14,8,29013,21293,21628,274,89,1.28,Pokhara,18-24
P0838,YouTube,8/16/2023,9:36,Image,242,360,68,10,4,29819,5386,5826,271,69,7.52,Barcelona,18-24
P0839,Twitter,10/16/2023,1:45,Reel,101,595,105,30,2,29755,24215,25705,50,132,2.84,Pokhara,35-44
P0840,Instagram,5/22/2023,19:01,Image,226,120,14,8,7,39830,1065,1084,129,62,13.1,Rasuwa,45-54
P0841,Twitter,8/10/2023,5:52,Text,278,6760,179,153,115,9050,45766,47899,82,27,14.81,Barcelona,18-24
P0842,YouTube,12/20/2023,23:37,Reel,176,2300,300,119,73,41380,44346,46187,287,52,5.89,Kathmandu,18-24
P0843,Twitter,10/15/2023,15:38,Story,215,6424,683,440,390,32063,45520,45591,93,5,16.55,Pokhara,18-24
P0844,TikTok,7/19/2023,19:29,Story,140,2487,229,131,52,53068,26139,27553,257,113,10.33,Pokhara,35-44
P0845,YouTube,10/6/2023,22:41,Story,80,93,15,7,2,2631,4035,4319,338,72,2.66,Real Madrid,45-54
P0846,TikTok,11/16/2023,1:05,Video,189,1102,53,75,4,26949,33598,34322,323,15,3.58,Barcelona,18-24
P0847,Twitter,2/22/2023,23:42,Text,194,248,30,19,7,2943,1952,2064,281,141,14.39,Rasuwa,18-24
P0848,TikTok,2/1/2023,4:58,Reel,116,88,14,6,2,18927,2748,2838,294,102,3.81,Barcelona,35-44
P0849,YouTube,2/19/2023,18:28,Reel,273,86,13,5,3,51998,37943,38869,85,89,0.27,Rasuwa,35-44
P0850,Instagram,1/23/2023,3:24,Text,189,7451,56,690,138,12601,42744,44405,66,117,18.46,Kathmandu,25-34
P0851,TikTok,4/29/2023,8:27,Reel,270,540,84,45,3,54797,27271,29323,64,75,2.28,Pokhara,45-54
P0852,Twitter,9/19/2023,19:22,Video,268,5037,262,458,136,37933,44783,48904,127,110,11.77,Real Madrid,18-24
P0853,TikTok,1/24/2023,8:20,Story,147,4554,598,241,247,12571,22035,23204,201,36,23.24,Barcelona,25-34
P0854,YouTube,10/17/2023,12:04,Story,114,6481,803,316,401,5495,30194,32523,181,137,23.37,Rasuwa,35-44
P0855,YouTube,1/30/2023,19:42,Video,256,2675,223,93,178,50592,20820,21276,275,49,14.06,Real Madrid,18-24
P0856,Instagram,12/17/2023,4:03,Text,190,6332,803,150,335,42846,33835,36111,91,107,20.17,Kathmandu,18-24
P0857,Instagram,9/11/2023,20:56,Text,108,2907,120,152,1,11463,27212,30049,201,97,10.58,Barcelona,45-54
P0858,TikTok,8/29/2023,12:14,Story,217,2524,148,86,50,31087,34727,35343,302,69,7.8,Rasuwa,25-34
P0859,Instagram,3/30/2023,8:13,Reel,261,883,121,84,25,50934,47040,47557,259,149,2.29,Barcelona,45-54
P0860,Instagram,1/13/2023,17:00,Image,157,95,10,9,3,1128,5277,5477,262,74,2.08,Pokhara,25-34
P0861,Twitter,1/11/2023,9:38,Reel,193,1924,322,84,117,10415,24356,26677,241,71,8.73,Rasuwa,25-34
P0862,Twitter,5/30/2023,9:55,Video,267,1454,287,140,28,29238,9757,10836,327,92,17.36,Rasuwa,45-54
P0863,Instagram,3/29/2023,11:49,Text,132,2850,78,115,121,8681,32065,33439,83,14,9.1,Pokhara,35-44
P0864,TikTok,1/16/2023,8:42,Image,117,140,25,11,9,21924,5617,5658,217,86,3.11,Real Madrid,18-24
P0865,TikTok,11/16/2023,3:06,Video,254,1513,293,17,87,38182,17431,17856,49,43,10.21,Real Madrid,25-34
P0866,Instagram,9/9/2023,8:51,Reel,127,596,11,23,23,40003,2921,2989,55,26,21.08,Kathmandu,45-54
P0867,Instagram,1/9/2023,12:22,Reel,262,971,33,71,24,56111,14356,15160,282,133,7.09,Pokhara,45-54
P0868,TikTok,8/25/2023,10:51,Reel,64,5217,199,146,151,53160,33502,33997,26,39,16.36,Rasuwa,35-44
P0869,Instagram,1/18/2023,8:20,Text,213,172,29,9,1,53909,1352,1496,324,89,14.04,Barcelona,45-54
P0870,Twitter,1/11/2023,19:13,Story,66,4338,801,48,40,57379,31660,34713,73,43,14.94,Pokhara,18-24
P0871,Twitter,8/16/2023,6:33,Video,168,742,81,65,48,31360,6805,6985,291,150,12.71,Barcelona,25-34
P0872,YouTube,9/8/2023,9:38,Text,196,4883,55,367,310,11712,40899,41850,282,129,12.68,Pokhara,18-24
P0873,TikTok,2/15/2023,4:14,Video,179,3901,422,298,87,13952,42280,43553,67,23,10.61,Kathmandu,35-44
P0874,YouTube,6/10/2023,21:22,Text,157,7484,32,653,243,14764,41489,42957,265,65,19.02,Real Madrid,45-54
P0875,YouTube,1/31/2023,5:30,Image,55,5084,812,163,138,28271,31764,34988,123,117,17.32,Real Madrid,25-34
P0876,Twitter,9/13/2023,17:26,Reel,104,965,120,67,34,55669,13526,14181,192,114,8.12,Barcelona,45-54
P0877,Instagram,1/13/2023,20:35,Text,192,2165,41,52,64,56225,21248,22885,242,12,9.87,Barcelona,25-34
P0878,Twitter,2/7/2023,2:29,Text,164,414,37,38,12,42067,27927,30528,242,127,1.6,Real Madrid,45-54
P0879,TikTok,10/6/2023,10:30,Reel,156,1327,244,29,71,52826,17858,19134,251,7,8.36,Barcelona,25-34
P0880,Twitter,10/8/2023,1:21,Text,262,1462,204,124,48,40458,7569,7718,257,127,23.19,Real Madrid,25-34
P0881,TikTok,11/20/2023,14:02,Reel,81,2988,264,255,154,33080,30746,33627,238,97,10.43,Real Madrid,45-54
P0882,Instagram,2/21/2023,14:22,Text,171,65,10,5,2,32394,1011,1105,211,83,7.24,Real Madrid,45-54
P0883,Twitter,10/6/2023,9:53,Video,141,5131,112,43,154,18951,38042,39541,225,146,13.37,Real Madrid,25-34
P0884,YouTube,9/14/2023,10:21,Story,126,3689,351,72,184,56890,26715,29174,185,100,14.09,Pokhara,45-54
P0885,TikTok,11/22/2023,1:32,Text,115,4461,486,98,125,58889,30649,32712,262,110,15.42,Barcelona,35-44
P0886,Twitter,8/24/2023,12:06,Reel,148,7402,1477,586,343,37004,42949,47067,142,80,20.11,Rasuwa,25-34
P0887,TikTok,8/12/2023,3:31,Text,172,3329,574,188,152,46902,19427,21412,346,8,19.11,Barcelona,45-54
P0888,Instagram,7/18/2023,22:45,Text,74,1191,211,50,47,42428,19647,20938,148,107,6.93,Pokhara,45-54
P0889,TikTok,8/30/2023,0:33,Text,127,5082,402,296,308,17660,29322,30781,12,21,18.78,Real Madrid,45-54
P0890,Twitter,5/28/2023,9:12,Video,242,5482,404,349,58,1399,46121,49702,173,29,12.54,Barcelona,25-34
P0891,Twitter,5/28/2023,8:34,Text,201,4140,300,370,123,26558,29247,31116,200,61,15.46,Barcelona,25-34
P0892,TikTok,2/3/2023,1:14,Reel,130,3351,128,114,174,58815,36840,39583,134,79,9.08,Kathmandu,18-24
P0893,Instagram,1/7/2023,23:09,Image,157,3538,557,231,138,2025,30185,33395,165,119,12.95,Barcelona,18-24
P0894,YouTube,6/3/2023,12:01,Video,176,349,67,15,3,30443,3382,3511,207,83,12.28,Rasuwa,18-24
P0895,Instagram,10/4/2023,23:56,Story,114,515,58,23,14,38654,5996,6321,230,77,9.43,Real Madrid,35-44
P0896,Instagram,1/29/2023,20:50,Video,102,3620,397,137,64,52097,23761,25173,71,16,16.5,Kathmandu,25-34
P0897,YouTube,8/21/2023,1:40,Image,99,517,51,12,24,49142,4315,4332,190,30,13.39,Kathmandu,45-54
P0898,Instagram,6/20/2023,23:03,Reel,61,4057,808,211,69,48222,19611,21251,194,111,23.89,Pokhara,45-54
P0899,TikTok,5/27/2023,2:27,Text,91,2935,449,290,147,57776,18954,20763,249,99,17.69,Pokhara,25-34
P0900,YouTube,9/15/2023,4:25,Story,219,590,16,6,11,20337,6969,7322,153,90,8.36,Pokhara,18-24
P0901,Twitter,6/28/2023,3:46,Reel,117,1907,252,188,92,55065,23564,24408,277,115,9.62,Rasuwa,25-34
P0902,TikTok,2/27/2023,23:02,Image,84,2086,132,39,109,36483,42497,45967,330,66,4.91,Rasuwa,18-24
P0903,Twitter,10/28/2023,6:02,Video,245,5481,416,18,22,35185,29398,31636,245,38,18.7,Kathmandu,25-34
